album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
Bhakti Rasaamrit,1,50EPCBTfBf5bLED35mfL1o,Pranam Mantra & Yaad Guru,spotify:track:50EPCBTfBf5bLED35mfL1o,0.89,0.546,0.447,0,0.623,-10.43,0.0508,84.756,0.611,12
Bhakti Rasaamrit,2,0rEieVP93wWQArxyThjDnX,Radharas Bihari,spotify:track:0rEieVP93wWQArxyThjDnX,0.917,0.601,0.499,0.00012,0.159,-8.843,0.0322,141.04,0.647,12
Bhakti Rasaamrit,3,4Nz9znlUbBG5VwJBCUE8uh,Mohe Lagi Lagan,spotify:track:4Nz9znlUbBG5VwJBCUE8uh,0.864,0.51,0.493,2.48E-06,0.236,-9.948,0.0658,80.475,0.596,11
Bhakti Rasaamrit,4,5sLyxsnPvm5TscnMuZb7zH,Krishna Bhakti Ki Jyoti,spotify:track:5sLyxsnPvm5TscnMuZb7zH,0.882,0.698,0.504,0,0.0714,-9.195,0.0573,139.417,0.747,10
Bhakti Rasaamrit,5,0nUCDzetV7s8hCyPojkPKV,Bhakti Rasamrit (Doha),spotify:track:0nUCDzetV7s8hCyPojkPKV,0.812,0.551,0.29,0,0.0653,-12.02,0.0313,82.62,0.627,10
Bhakti Rasaamrit,6,12YuT4CcKRCDBpx5pWlT9q,Hey Govind Hey Gopal,spotify:track:12YuT4CcKRCDBpx5pWlT9q,0.925,0.455,0.534,0.000131,0.168,-9.391,0.034,129.923,0.774,10
Bhakti Rasaamrit,7,2VqsB94IweQUW07sinmZJR,Jaya Gopala Shyam Lala,spotify:track:2VqsB94IweQUW07sinmZJR,0.875,0.591,0.605,4.62E-06,0.538,-9.085,0.038,80.373,0.822,9
Bhakti Rasaamrit,8,0mJqPK8FbovudapRJ6ZdJN,Shlok & Maha Mantra,spotify:track:0mJqPK8FbovudapRJ6ZdJN,0.611,0.438,0.666,0,0.209,-8.191,0.0599,120.435,0.61,11
Bhakti Rasaamrit,9,4HJiHFCwdlSgNBNGoBhdnS,Samapti Shlok,spotify:track:4HJiHFCwdlSgNBNGoBhdnS,0.958,0.229,0.238,0,0.0833,-11.277,0.0384,79.458,0.103,8
Prabhupada Kripa,1,3TcuMowjV7jz6DdTvtGzHH,Srila Prabhupad Pranam,spotify:track:3TcuMowjV7jz6DdTvtGzHH,0.733,0.525,0.514,0,0.152,-9.793,0.0419,86.895,0.857,12
Prabhupada Kripa,2,7wV9EdQZX0oTmaWBOx4Dwm,Srila Prabhupada Vandana,spotify:track:7wV9EdQZX0oTmaWBOx4Dwm,0.692,0.499,0.517,0,0.143,-9.545,0.0402,86.679,0.579,12
Prabhupada Kripa,3,0BIha7GHxXryREUggnQyac,Sri Pancha Tattva Pranam,spotify:track:0BIha7GHxXryREUggnQyac,0.99,0.412,0.131,1.18E-05,0.105,-11.901,0.0326,70.198,0.176,11
Prabhupada Kripa,4,4nsTZcEBvIluJO8TorCxSp,Hare Krishna Kirtan,spotify:track:4nsTZcEBvIluJO8TorCxSp,0.592,0.45,0.564,0,0.161,-9.407,0.0534,78.093,0.898,17
Prabhupada Kripa,5,3rhnxdMLH2nQa1ir8XLmrg,Kirtan Karke Tihara,spotify:track:3rhnxdMLH2nQa1ir8XLmrg,0.836,0.632,0.44,1.08E-06,0.27,-10.973,0.0414,71.842,0.65,11
Prabhupada Kripa,6,4rJkmeOq04WS8DBL4uVAUs,Girdhari Re,spotify:track:4rJkmeOq04WS8DBL4uVAUs,0.796,0.498,0.462,0,0.207,-10.004,0.0352,149.112,0.787,11
Prabhupada Kripa,7,0s6FmpVFS7ggzLJmxIb1Yy,Sri Sri Radha Rasbihari Aarti,spotify:track:0s6FmpVFS7ggzLJmxIb1Yy,0.784,0.628,0.663,0,0.0364,-8.173,0.0276,98.968,0.922,16
Prabhupada Kripa,8,31oT5BD4SAuPId86dJoGkt,Jaiy Radha Madhav,spotify:track:31oT5BD4SAuPId86dJoGkt,0.811,0.602,0.557,0,0.0802,-9.674,0.0411,81.947,0.606,9
Prabhupada Kripa,9,05O2KRxPPlXroMdjCHGURT,Radhe Radhe Shyamal Pyari,spotify:track:05O2KRxPPlXroMdjCHGURT,0.821,0.54,0.439,0,0.311,-9.098,0.0325,143.231,0.635,11
Prabhupada Kripa,10,6GCedIPixcd3XB5Fx16OhL,Harer Nama Eva Kevalam,spotify:track:6GCedIPixcd3XB5Fx16OhL,0.896,0.302,0.189,0,0.107,-9.563,0.0442,78.947,0.181,9
Prabhupada Kripa,11,4a3q6SgtQOY7Yp3DQrKGBx,Hare Krishna Krishna Kirtan,spotify:track:4a3q6SgtQOY7Yp3DQrKGBx,0.509,0.354,0.607,0,0.616,-9.468,0.0325,92.185,0.903,10
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,1,2dpMVY3LuASYIcM9anyXMZ,Aarti Kije Hanuman Lala Ki (Aarti Bajrang Bali Ki),spotify:track:2dpMVY3LuASYIcM9anyXMZ,0.605,0.512,0.704,0,0.315,-7.693,0.0301,88.607,0.847,4
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,2,6H6ZbLYNqE55XU4dyZEMZb,Aarti Kije Shri Raghuvar Ki (Aarti Shri Ram Ji Ki),spotify:track:6H6ZbLYNqE55XU4dyZEMZb,0.724,0.429,0.484,0,0.101,-14.998,0.0691,131.17,0.781,16
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,3,3a7fBwZE3qNZrjqXocNLOh,Aarti Kunjbihari Ki Shri Girdhar Krishna Murari Ki,spotify:track:3a7fBwZE3qNZrjqXocNLOh,0.804,0.61,0.651,0,0.236,-7.874,0.0734,126.09,0.854,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,4,77t7qpj3nWUPteZvhxuxfq,Aarti Sai Baba Saukhyadatara Jeeva - Shirdi Original Aarti,spotify:track:77t7qpj3nWUPteZvhxuxfq,0.435,0.592,0.831,0,0.235,-5.364,0.124,180.193,0.799,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,5,6mS0MhYstIqT5yfTLgwr60,Aisi Laagi Lagan - Krishna Meera Bhajan,spotify:track:6mS0MhYstIqT5yfTLgwr60,0.174,0.735,0.591,0,0.057,-10.284,0.129,147.968,0.856,4
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,6,5Vav4V9xivMGNyLnAx7V2D,Ambe Tu Hai Jagdambe Kaali - Maa Durga Aarti,spotify:track:5Vav4V9xivMGNyLnAx7V2D,0.595,0.63,0.76,0,0.241,-5.735,0.0387,89.006,0.929,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,7,0mZ7bXkctW8YIk18ZuDtzC,Barsane Wali Radhe,spotify:track:0mZ7bXkctW8YIk18ZuDtzC,0.238,0.687,0.872,0,0.356,-6.762,0.046,104.997,0.848,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,8,5lPpcxBbeXXbFn4lTlNbgX,Bhor Bhayi Din Chadh Gaya (Maa Amba Ki Aarti),spotify:track:5lPpcxBbeXXbFn4lTlNbgX,0.304,0.691,0.959,0,0.12,-3.478,0.128,87.038,0.671,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,9,00pee038E0VpyDWkt4YzY6,Daampatya Sukhapraptarthya Mantra (For Happy Married Life),spotify:track:00pee038E0VpyDWkt4YzY6,0.828,0.354,0.357,9.12E-05,0.339,-9.574,0.0315,110.135,0.133,4
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,10,1DcdaEr3Uy0ENf3WVjE7xj,Deerghaayu Praapti Mantra (For Long and Healthy Life),spotify:track:1DcdaEr3Uy0ENf3WVjE7xj,0.89,0.393,0.25,4.92E-06,0.231,-8.749,0.0326,82.288,0.38,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,11,5wZAXZNGHMkTYuHEjNuQBD,Duniya Chale Na Shri Ram Ke Bina,spotify:track:5wZAXZNGHMkTYuHEjNuQBD,0.606,0.766,0.894,0,0.091,-3.126,0.0959,145.956,0.929,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,12,2KwhvDmd1pfAUl52QUETDo,Gayatri Mantra (Om Bhur Bhuvah Swaha),spotify:track:2KwhvDmd1pfAUl52QUETDo,0.898,0.439,0.239,3.67E-06,0.0871,-10.885,0.0321,91.004,0.206,6
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,13,6K7AscdOoUKPpZ62kuHAqi,Govind Bolo Hari Gopal Bolo - Krishna Dhuni,spotify:track:6K7AscdOoUKPpZ62kuHAqi,0.5,0.489,0.687,1.27E-05,0.0978,-8.73,0.0453,87.137,0.828,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,14,2nNSCNXQLKE7VxbHhMcMc4,Govind Jai Jai Gopal Jai Jai - Krishna Dhuni,spotify:track:2nNSCNXQLKE7VxbHhMcMc4,0.121,0.693,0.795,0,0.141,-9.284,0.158,120.086,0.706,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,15,69aGn7YOzJdn6LWzPC6L00,Graha Sampatti Praapti Mantra(To Gain Property and Wealth),spotify:track:69aGn7YOzJdn6LWzPC6L00,0.963,0.279,0.138,1.35E-05,0.294,-10.492,0.0398,81.457,0.353,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,16,1XC2kryNgKqQT92xYnFg2V,Hare Krishna Hare Krishna Krishna Mantra,spotify:track:1XC2kryNgKqQT92xYnFg2V,0.216,0.62,0.638,0,0.116,-8.837,0.0324,94.013,0.831,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,17,5X3Ujeavxu0fDCVmzoLPOh,Hey Ram Hey Ram - Shree Ram Dhun - Tribute to Jagjit Singh,spotify:track:5X3Ujeavxu0fDCVmzoLPOh,0.562,0.607,0.55,0,0.0624,-10.364,0.0282,90.002,0.7,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,18,1bQzh5Di6QspWZSkdZBnjL,Jag Mein Sunder Hain Do Naam - Rama Krishna Bhajan,spotify:track:1bQzh5Di6QspWZSkdZBnjL,0.335,0.548,0.591,0,0.106,-10.291,0.0515,87.139,0.81,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,19,6WjqvaDnNB9ko9mBX6eNhB,Jai Hanuman Gyan Gun Saagar (Hanumanji Chalis),spotify:track:6WjqvaDnNB9ko9mBX6eNhB,0.448,0.35,0.827,0,0.235,-9.206,0.0762,108.124,0.726,17
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,20,2vS54dpHDpiKA0FVUDtDhT,Jai Jai Shanideva Bhaktan Hitkari (Aarti Shani Dev Ki),spotify:track:2vS54dpHDpiKA0FVUDtDhT,0.491,0.77,0.498,0,0.0824,-8.298,0.0312,152.004,0.539,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,21,6ZPJC01V9xyAs6ac2x7adK,Jaise Suraj Ki Garmi Se - Nirgun Bhajan,spotify:track:6ZPJC01V9xyAs6ac2x7adK,0.151,0.754,0.533,0,0.0572,-11.19,0.033,94.984,0.81,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,22,6U3QDR47UkyVsUVqavRsO0,Lakshmi Prasannaarth Mantra (To Please Goddess Laxmi),spotify:track:6U3QDR47UkyVsUVqavRsO0,0.609,0.676,0.482,0.000268,0.214,-8.928,0.0314,132.788,0.547,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,23,2SC93JdCwyynIjwnGiWa13,Maha Mrityunjaya Mantra (Om Tryambakam Yajamahe Shiv Mantra),spotify:track:2SC93JdCwyynIjwnGiWa13,0.885,0.487,0.398,0.00302,0.0847,-10.331,0.0425,159.332,0.39,7
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,24,5FReFqyHagElDWokIq46rY,Mahalakshmi Namastubhyam (Maha Laxmi Mantra),spotify:track:5FReFqyHagElDWokIq46rY,0.983,0.488,0.308,0,0.0811,-9.6,0.0392,139.529,0.411,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,25,2DZprciftcyiu34nRd6sRQ,Maiya Mori Main Nahi Makhan - Bal Krishna Yashoda Bhajan,spotify:track:2DZprciftcyiu34nRd6sRQ,0.191,0.66,0.679,0,0.0876,-8.257,0.0556,85.381,0.797,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,26,56C00dwiF7CVcoY1SDAWg5,Mangalam Bhagwan Vishnu Mangalam Garudadhwaja - Narayana Mantra,spotify:track:56C00dwiF7CVcoY1SDAWg5,0.679,0.756,0.748,0,0.0363,-5.526,0.0353,136.083,0.806,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,27,6bMp95EdaDZ5e0Ui2yDgdK,Namo Ari Hantanam (Namokar Mantra Bhagwan Mahavir Jain),spotify:track:6bMp95EdaDZ5e0Ui2yDgdK,0.862,0.563,0.624,0,0.0778,-5.888,0.039,153.919,0.778,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,28,1aqx3NDSywTu5hjI4N8512,Nand Ke Anand Bhayo Jai Kanhaiya Lal Ki - Janamashtami Matki Fod Bhajan,spotify:track:1aqx3NDSywTu5hjI4N8512,0.213,0.454,0.827,0,0.0699,-5.609,0.0952,142.599,0.691,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,29,5XlHOzTy3BsnTNTXS5BmZq,Nish Din Namoon Ganpati Charan (Ganesh Ji Bhajan),spotify:track:5XlHOzTy3BsnTNTXS5BmZq,0.627,0.702,0.435,0,0.185,-11.997,0.0371,143.015,0.845,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,30,7cnP2qjq79c6ODYrJU1giW,Om Gan Ganpatye Namo Namah (Ganesh Mantra),spotify:track:7cnP2qjq79c6ODYrJU1giW,0.685,0.792,0.774,0,0.0351,-5.961,0.034,136.013,0.961,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,31,7u0j2irj5UqmerUTzoWz0y,Om Jai Ambe Gauri (Aarti Maa Durga Ji,spotify:track:7u0j2irj5UqmerUTzoWz0y,0.78,0.639,0.58,0,0.165,-9.089,0.0395,87.369,0.843,21
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,32,5rT1tSeb5TSgasnL2r1UAc,Om Jai Gange Mata (Aarti Ganga Maiya Ki),spotify:track:5rT1tSeb5TSgasnL2r1UAc,0.816,0.435,0.352,0,0.376,-17.373,0.0473,163.99,0.864,6
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,33,2f7YqqcH6PTO5QwF7g1rTB,Om Jai Jagdish Hare (Aarti Vishnu Ji Ki),spotify:track:2f7YqqcH6PTO5QwF7g1rTB,0.828,0.589,0.657,0,0.342,-6.381,0.0341,93.08,0.862,13
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,34,6EsgDaM3rpBYvbJhRYNtgp,Om Jai Lakshmi Mata (Aarti Laxmi Ji Ki),spotify:track:6EsgDaM3rpBYvbJhRYNtgp,0.721,0.388,0.329,0,0.186,-18.279,0.0524,167.818,0.798,11
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,35,00vU0XLuUHD8aSYiDxyGoe,Om Jai Santoshi Mata (Aarti Santoshi Mata Ki),spotify:track:00vU0XLuUHD8aSYiDxyGoe,0.764,0.693,0.46,0,0.251,-12.662,0.0367,93.57,0.888,7
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,36,03nT7JhLAtKCjWQXDbwd5o,Om Jai Shiv Onkara (Aarti Shivji Ki),spotify:track:03nT7JhLAtKCjWQXDbwd5o,0.739,0.593,0.512,0,0.18,-12.974,0.0316,90.944,0.828,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,37,7fOMifE8JOVjTipSS92ZPz,Om Jai Shiv Shakti Hare (Aarti Mahadev Shankar Ji Ki),spotify:track:7fOMifE8JOVjTipSS92ZPz,0.828,0.684,0.517,0,0.377,-9.525,0.0352,105.356,0.794,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,38,55W7FRtlyEkhVPR9mBiqwg,Om Namo Bhagwate Vasudevaye Namah (Vishnu Mantra),spotify:track:55W7FRtlyEkhVPR9mBiqwg,0.985,0.37,0.433,0,0.134,-10.541,0.0395,50.639,0.294,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,39,5iI6ftQVd5y9l3qmKfC73p,Om Sai Namo Namah - Shirdi Waley Baba Mantra,spotify:track:5iI6ftQVd5y9l3qmKfC73p,0.676,0.746,0.755,0,0.0364,-6.839,0.0337,136.006,0.958,3
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,40,6deK06MN9ZQVUUEGnJtXzj,Payoji Maine Ram Ratan Dhan - Rama Bhajan by Meera,spotify:track:6deK06MN9ZQVUUEGnJtXzj,0.196,0.392,0.643,0,0.436,-8.859,0.0515,85.882,0.856,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,41,0ZMJdJfNJBo2IKru5FzZpR,Radhe Krishna Radhe Krishna - Radhe Krishan Dhuni,spotify:track:0ZMJdJfNJBo2IKru5FzZpR,0.806,0.451,0.607,0,0.117,-5.737,0.0467,199.82,0.841,0
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,42,7LAvxoMWfNwg6fon02J76I,Raghupati Raghav Raja Ram - Rama Mantra by Mahatma Gandhi,spotify:track:7LAvxoMWfNwg6fon02J76I,0.796,0.486,0.489,0,0.118,-14.709,0.0391,85.485,0.748,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,43,51gpaZV7Vwl2Xuu7JsygEF,Rang De Chunariya Shyam Piya Mori - Radha Krishna Holi Bhajan,spotify:track:51gpaZV7Vwl2Xuu7JsygEF,0.164,0.551,0.67,0,0.0461,-10.999,0.104,170.167,0.891,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,44,60O6ACGrOZRCaEAFKDHPH1,Sai Ram Sai Ram (Shirdi Wale Baba Ki Dhuni),spotify:track:60O6ACGrOZRCaEAFKDHPH1,0.42,0.6,0.655,1.93E-06,0.0752,-7.356,0.0359,208.055,0.812,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,45,3OtFG8WQNvTu6M9CswRQ9y,Shaanti Mantra (For Inner Peace),spotify:track:3OtFG8WQNvTu6M9CswRQ9y,0.75,0.546,0.475,0,0.163,-8.141,0.0293,131.143,0.447,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,46,1KU3sOxgyR5rnS6gkAudZ1,Shri Krishna Govind Hare Murari - Krishan Narayan Dhuni,spotify:track:1KU3sOxgyR5rnS6gkAudZ1,0.129,0.642,0.493,0,0.0986,-9.228,0.0337,93.981,0.695,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,47,5vkz47YyRLyckEkITC1VKw,Shri Ramchandra Kripalu Bhajuman - Rama Stuti,spotify:track:5vkz47YyRLyckEkITC1VKw,0.523,0.638,0.436,3.89E-06,0.0891,-12.657,0.0359,149.936,0.807,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,48,63OCfmDeq9aJl9aUoDbvSc,Shriman Narayan Narayan Narayan - Vishnu Dhuni,spotify:track:63OCfmDeq9aJl9aUoDbvSc,0.295,0.637,0.53,0,0.0997,-9.995,0.0472,90.001,0.681,2
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,49,5l5gWon7rc6q1c9ksJ1Enm,Sukhkarta Dukhharta - Ganesh Siddhivinayak Ji Ki Aarti,spotify:track:5l5gWon7rc6q1c9ksJ1Enm,0.822,0.79,0.744,0,0.103,-6.265,0.028,98.011,0.966,1
Prarthana 51 Best of Divine Spiritual Aartis Bhajans Mantras Shloka and Dhuni,50,0J1GiYvd1gt2FbgCVmGCDS,Vakratunda Mahakaay Suryakoti Samaprabha - Shri Ganesh Mantra,spotify:track:0J1GiYvd1gt2FbgCVmGCDS,0.643,0.734,0.688,0,0.0355,-6.522,0.0408,135.994,0.878,2
Pavitra Saicharitra Padavali,1,395mVri3FgxlJ13D5F0jFu,Tum To Nayan Ki Jyot Ho,spotify:track:395mVri3FgxlJ13D5F0jFu,0.52,0.535,0.631,0,0.0525,-7.346,0.0341,80.114,0.689,5
Pavitra Saicharitra Padavali,2,0fJB4u3iNV4R87d85A3pvf,Do Akshar Ka Naam Sai Ka,spotify:track:0fJB4u3iNV4R87d85A3pvf,0.366,0.588,0.603,0,0.0709,-7.453,0.0361,86.664,0.664,5
Pavitra Saicharitra Padavali,3,2U8rWzsdWXOwHWlno7TYFh,Sai Hai Shraddha,spotify:track:2U8rWzsdWXOwHWlno7TYFh,0.327,0.546,0.625,0,0.298,-8.36,0.0447,100.2,0.751,5
