album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
"Hari Om Sharan Best of, Vol. 8",7,1rer0mR86ocYs7FJ23jPbs,Chaadar Maili,spotify:track:1rer0mR86ocYs7FJ23jPbs,0.824,0.46,0.455,0,0.195,-9.174,0.0297,97.397,0.62,0
"Hari Om Sharan Best of, Vol. 8",8,0B8q3kITmFN8cyYbIHvFAB,Maalik Jage Banda Sowey,spotify:track:0B8q3kITmFN8cyYbIHvFAB,0.773,0.44,0.575,1.29E-06,0.143,-8.324,0.0349,81.076,0.586,0
"Hari Om Sharan Best of, Vol. 8",9,4JExlHqOvDgGfJGZGneTln,Sampati Doha,spotify:track:4JExlHqOvDgGfJGZGneTln,0.962,0.337,0.223,0,0.0869,-9.774,0.0333,115.277,0.31,0
"Hari Om Sharan Best of, Vol. 8",10,3rFfj1MGkzjseVYvMKVtyi,Om Jai Jagdish Hare,spotify:track:3rFfj1MGkzjseVYvMKVtyi,0.829,0.576,0.474,0,0.0897,-10.135,0.0315,87.52,0.638,1
"Bhajan Sangam, Vol. 1",2,4CvH8YVGXG2HBXXkTZVW31,Jagdambe Bhawani,spotify:track:4CvH8YVGXG2HBXXkTZVW31,0.357,0.549,0.575,2.56E-05,0.485,-12.255,0.0371,108.381,0.658,1
"Bhajan Sangam, Vol. 1",4,7pvOA4GG9KHI4HudlUBV5W,Ishwar Ke Gun Gaata Nahin,spotify:track:7pvOA4GG9KHI4HudlUBV5W,0.281,0.522,0.588,3.64E-06,0.186,-12.666,0.0389,106.39,0.709,1
"Bhajan Sangam, Vol. 1",6,1QyzZ0H8dTHximD4mmgTTs,Jaako Rakhe Saaiyan,spotify:track:1QyzZ0H8dTHximD4mmgTTs,0.414,0.458,0.533,0.00799,0.664,-12.403,0.0584,88.274,0.655,1
"Bhajan Sangam, Vol. 1",7,6EGWjOhAGl5P3E5Fy0ooaC,Jhini Jhini Re Bini Chadhriya,spotify:track:6EGWjOhAGl5P3E5Fy0ooaC,0.452,0.628,0.642,0.000666,0.389,-11.886,0.0459,88.783,0.884,1
"Bhajan Sangam, Vol. 1",8,65aUrphT0LFQjjEGhydkSp,Ajahu Na Nikase Pran,spotify:track:65aUrphT0LFQjjEGhydkSp,0.598,0.459,0.559,0.000523,0.368,-12.851,0.0618,146.908,0.711,0
"Bhajan Sangam, Vol. 1",9,09JieZKOvgp1GWcYAdX5Ne,Samajh Bujh Dil,spotify:track:09JieZKOvgp1GWcYAdX5Ne,0.43,0.477,0.436,2.59E-05,0.815,-13.227,0.0403,79.294,0.544,0
"Bhajan Sangam, Vol. 1",10,39L2njYW5RoGIoI8Bt8KCz,Jaag Surati Ab Kaahe,spotify:track:39L2njYW5RoGIoI8Bt8KCz,0.763,0.536,0.477,4.70E-05,0.483,-13.462,0.055,79.201,0.644,1
"Bhajan Sangam, Vol. 1",11,42Xrq0B7ZrQFtFKnDBYNU4,Ab Kaise Chutey,spotify:track:42Xrq0B7ZrQFtFKnDBYNU4,0.762,0.543,0.475,0.000205,0.4,-13.548,0.198,83.658,0.581,1
"Bhajan Sangam, Vol. 1",12,3Nqzyi4rjRJb8Q3t3Y6zTA,Bhaj Le Re Man Ram Ram Shyam,spotify:track:3Nqzyi4rjRJb8Q3t3Y6zTA,0.589,0.617,0.683,0.000127,0.401,-12.32,0.0498,89.549,0.88,0
"Aartiya, Vol. 1",1,2M0xtyamzh3c1kSVmOvQx4,Jai Ganesh Deva,spotify:track:2M0xtyamzh3c1kSVmOvQx4,0.641,0.678,0.754,0,0.481,-7.084,0.0987,145.22,0.807,23
"Aartiya, Vol. 1",2,6kzq2HG0w0MeUb3YJKun6U,Om Jai Shiv Omkara,spotify:track:6kzq2HG0w0MeUb3YJKun6U,0.565,0.598,0.835,0,0.112,-5.887,0.0655,97.06,0.761,12
"Aartiya, Vol. 1",3,4SaPWbhpmpVSm5K6BzAZvE,Ambe Tu Hai Jagdambe Kali,spotify:track:4SaPWbhpmpVSm5K6BzAZvE,0.601,0.653,0.792,0,0.0976,-5.536,0.0421,89.23,0.661,31
"Aartiya, Vol. 1",4,3xdcgRfjFFvsoYqDw9DWdP,Aarti Kunj Bihari Ki,spotify:track:3xdcgRfjFFvsoYqDw9DWdP,0.494,0.788,0.898,0,0.144,-4.196,0.0595,126.148,0.962,16
"Aartiya, Vol. 1",5,1xM52B69Y8YA44hQpjZR0d,Aarti Ramayan Ji Ki,spotify:track:1xM52B69Y8YA44hQpjZR0d,0.591,0.674,0.839,0,0.19,-4.235,0.0671,81.488,0.814,12
"Aartiya, Vol. 1",6,34xs9RXxl5Yy1z3tAvkEO4,Aarti Ki Jay Hanuman,spotify:track:34xs9RXxl5Yy1z3tAvkEO4,0.596,0.696,0.689,0,0.203,-4.77,0.0396,88.287,0.681,30
"Aartiya, Vol. 1",7,0pKD4snAMYSANuFLT2oujy,Aarti Gayatri Mata Ki,spotify:track:0pKD4snAMYSANuFLT2oujy,0.485,0.688,0.865,0,0.111,-4.416,0.0585,84.408,0.639,10
"Aartiya, Vol. 1",8,3w26NtvEPg8LZZzRMBgOqZ,Om Jai Lakshmi Ramna,spotify:track:3w26NtvEPg8LZZzRMBgOqZ,0.649,0.669,0.869,0,0.317,-6.635,0.0475,100.014,0.896,6
Omkar Ganesh,1,54U8PW2MS2BY9uBBRffFAV,Om Gananam Twam - Aavahan,spotify:track:54U8PW2MS2BY9uBBRffFAV,0.858,0.657,0.395,0.0061,0.369,-10.569,0.0349,108.025,0.552,2
Omkar Ganesh,2,3gJu1hT9sJPfyVua2velaf,Vakratunda Mahakay Aadipujya Ganadhyaksh - Prarthana,spotify:track:3gJu1hT9sJPfyVua2velaf,0.706,0.708,0.568,0,0.316,-7.519,0.0412,74.975,0.937,2
Omkar Ganesh,3,5tkb1I4ebR0VfPYEj5yZzh,Om Omkar Rupam - Stuti,spotify:track:5tkb1I4ebR0VfPYEj5yZzh,0.654,0.6,0.476,0,0.349,-8.136,0.0289,168.329,0.881,2
Omkar Ganesh,4,6o9fOTumLVOUBDVypXSnFC,Pranamya Shirsa Devam - Sankat Nashak Stotra,spotify:track:6o9fOTumLVOUBDVypXSnFC,0.59,0.701,0.649,0,0.307,-7.46,0.0444,153.158,0.813,2
Omkar Ganesh,5,5ufx8LV6F6VcbXeLIqWc5P,Om Gan Ganpataye Namah - Ganesh Mahamantra,spotify:track:5ufx8LV6F6VcbXeLIqWc5P,0.637,0.451,0.555,0,0.281,-5.866,0.0354,174.32,0.417,5
Omkar Ganesh,6,47olj4niAdsf7TyxnusxMV,Atharvashirsha,spotify:track:47olj4niAdsf7TyxnusxMV,0.75,0.461,0.6,0,0.0873,-5.374,0.0363,81.237,0.184,29
Omkar Ganesh,7,4llE2A30Fn3dcOpTGRtLXF,Sukhakarta Dukhaharta - Aarti,spotify:track:4llE2A30Fn3dcOpTGRtLXF,0.136,0.569,0.538,0,0.176,-8.333,0.0613,156.177,0.489,5
Omkar Ganesh,8,1RZOm4weDV7oJZofSkzgD6,Ganesh Gayatri Mantra,spotify:track:1RZOm4weDV7oJZofSkzgD6,0.515,0.819,0.426,0,0.083,-9.398,0.0363,119.896,0.841,5
Omkar Ganesh,9,1SHQ2ilsuApS1vZUbs9vHG,Jai Ganesh Deva - Aarti,spotify:track:1SHQ2ilsuApS1vZUbs9vHG,0.634,0.677,0.757,0,0.437,-7.24,0.082,145.22,0.819,5
Kaho Ram Kaho Shyam,1,6lA1sMhwTCBpO5aKpaExyS,Bhagwan Ke Sacche,spotify:track:6lA1sMhwTCBpO5aKpaExyS,0.599,0.523,0.632,0.000287,0.226,-10.226,0.0359,84.934,0.778,0
Kaho Ram Kaho Shyam,2,5R03AOVxBuOit2W6agkV9C,Hari Se Preet Laga Le,spotify:track:5R03AOVxBuOit2W6agkV9C,0.37,0.531,0.532,6.47E-06,0.0938,-15.348,0.0456,90.126,0.745,0
Kaho Ram Kaho Shyam,3,3DmqzHSHG5N0OzgY2T7ohB,He Mangal Mai,spotify:track:3DmqzHSHG5N0OzgY2T7ohB,0.253,0.485,0.588,1.02E-06,0.0633,-9.246,0.0306,87.788,0.775,0
Kaho Ram Kaho Shyam,4,3UQCfJ3ckjH5t31tN2PsZS,Jab Man Mera Gabraye,spotify:track:3UQCfJ3ckjH5t31tN2PsZS,0.437,0.462,0.641,1.50E-06,0.0582,-14.841,0.0429,88.456,0.805,0
Kaho Ram Kaho Shyam,5,6iJwoL0tlTaWBuYtA57ayS,Kaise Aau,spotify:track:6iJwoL0tlTaWBuYtA57ayS,0.603,0.467,0.732,0.000264,0.815,-6.009,0.0356,84.855,0.9,0
Kaho Ram Kaho Shyam,6,27qIrEqVLVcBntx9UEQoHV,Kar Le Uska Sumiran,spotify:track:27qIrEqVLVcBntx9UEQoHV,0.551,0.559,0.518,0,0.199,-12.271,0.0324,87.913,0.877,0
Kaho Ram Kaho Shyam,7,1gscEzg8vKTDakmxQPsjbP,Ram Rahima,spotify:track:1gscEzg8vKTDakmxQPsjbP,0.166,0.45,0.454,4.37E-06,0.312,-14.573,0.0355,91.924,0.574,0
Kaho Ram Kaho Shyam,8,7mDeIir0ujfSx0q0HoMqVr,Ud Jayega,spotify:track:7mDeIir0ujfSx0q0HoMqVr,0.5,0.371,0.588,0,0.309,-14.662,0.0429,92.963,0.865,0
Hits of Lakhbir Singh Lakkha Vol.1,1,3DCY3JPyV5slPMS8v0OfvJ,Bole Shri Krishna Arjun Se ( Geeta Ka Gyan),spotify:track:3DCY3JPyV5slPMS8v0OfvJ,0.952,0.46,0.878,0.0169,0.41,-4.704,0.149,101.121,0.709,15
Hits of Lakhbir Singh Lakkha Vol.1,2,2TQX9WDma3MMZifWzlr3Es,Gopal Soona Soona,spotify:track:2TQX9WDma3MMZifWzlr3Es,0.909,0.567,0.763,0.000653,0.197,-5.456,0.0447,97.91,0.589,11
Hits of Lakhbir Singh Lakkha Vol.1,3,45FPNDoEzlXFpqkrFyHOVC,Girdhar Mere Mausam Aaya,spotify:track:45FPNDoEzlXFpqkrFyHOVC,0.787,0.406,0.92,2.00E-06,0.463,-3.447,0.121,180.843,0.923,9
Hits of Lakhbir Singh Lakkha Vol.1,4,1b3639ejeOz4iajJd1lJQK,Jhoole Radha Nand Kishor,spotify:track:1b3639ejeOz4iajJd1lJQK,0.893,0.439,0.922,0.000102,0.484,-2.16,0.0734,84.338,0.913,9
Hits of Lakhbir Singh Lakkha Vol.1,5,4UIzQmrNzct5OZHgZwk8g6,Baji Shyam Ki Bansuriya,spotify:track:4UIzQmrNzct5OZHgZwk8g6,0.945,0.367,0.768,0.000345,0.694,-5.621,0.0626,161.364,0.915,8
Hits of Lakhbir Singh Lakkha Vol.1,6,2buxikgIUV66ZHFJeRHHA8,Bada Zulam Dhaye Re,spotify:track:2buxikgIUV66ZHFJeRHHA8,0.969,0.447,0.851,0.0471,0.167,-5.048,0.178,173.665,0.924,7
Hits of Lakhbir Singh Lakkha Vol.1,7,1jDeoCgoYuBIwTLl9LvHBE,Hai Kaun Bada Tumse Maiya,spotify:track:1jDeoCgoYuBIwTLl9LvHBE,0.818,0.433,0.868,1.58E-06,0.27,-3.751,0.0456,142.129,0.622,6
Hits of Lakhbir Singh Lakkha Vol.1,8,3aWrJUVoqVc1DwEA8Z2Ujx,Maiya Meri Laaj Rakh Le,spotify:track:3aWrJUVoqVc1DwEA8Z2Ujx,0.854,0.638,0.836,0.00015,0.265,-3.286,0.0385,158.594,0.83,6
Hits of Lakhbir Singh Lakkha Vol.1,9,5kI04F6N1xWYcIU4sOY6FW,Sherowali Ambe Bhawani,spotify:track:5kI04F6N1xWYcIU4sOY6FW,0.724,0.655,0.932,4.08E-06,0.868,-1.064,0.0419,106.476,0.861,8
Hits of Lakhbir Singh Lakkha Vol.1,10,4UvVWd9OJXxCkbAxwBVsDN,Ambe Maiya Teri Meherbani Rahe,spotify:track:4UvVWd9OJXxCkbAxwBVsDN,0.755,0.493,0.847,3.38E-05,0.738,-3.131,0.0559,100.856,0.838,5
Hits of Lakhbir Singh Lakkha Vol.1,11,3gjC6Fhx5lijxEpbiDjFYX,De De Thoda Pyar,spotify:track:3gjC6Fhx5lijxEpbiDjFYX,0.908,0.548,0.747,0.000169,0.456,-3.682,0.0414,82.205,0.755,6
Hits of Lakhbir Singh Lakkha Vol.1,12,5Ez91Ur5zPjDcqQtYhLVjE,Kashmir Ki Vaadi Mein,spotify:track:5Ez91Ur5zPjDcqQtYhLVjE,0.937,0.469,0.622,2.44E-06,0.456,-3.878,0.0332,100.151,0.504,5
Hits of Lakhbir Singh Lakkha Vol.1,13,2PbCXWqJATOkBsc0a3OXd0,Dhool Maa Ke Charno Ki,spotify:track:2PbCXWqJATOkBsc0a3OXd0,0.752,0.587,0.873,0.00288,0.227,-1.91,0.041,94.487,0.592,4
Hits of Lakhbir Singh Lakkha Vol.1,14,64F2W9dK0SetjzalofpjrW,Mharo Peer Bado Balwan,spotify:track:64F2W9dK0SetjzalofpjrW,0.789,0.458,0.759,2.31E-05,0.853,-7.825,0.0917,134.706,0.878,4
Hits of Lakhbir Singh Lakkha Vol.1,15,5SDN5GZaztTnxwQXRrfiA1,Runiche Wala Khamma Khamma,spotify:track:5SDN5GZaztTnxwQXRrfiA1,0.746,0.559,0.716,0,0.832,-7.119,0.0514,98.611,0.908,4
Hits of Lakhbir Singh Lakkha Vol.1,16,2JvmaeQU9GhWnBkFYvWAb7,Sunle Baba Ramdev Ji,spotify:track:2JvmaeQU9GhWnBkFYvWAb7,0.693,0.439,0.805,0,0.882,-6.359,0.128,158.316,0.864,4
Hits of Lakhbir Singh Lakkha Vol.1,17,5myUBoxopbCOhmXtNUMEVT,Mainade Ra Lal,spotify:track:5myUBoxopbCOhmXtNUMEVT,0.825,0.509,0.742,2.18E-06,0.194,-6.672,0.0344,115.212,0.807,4
Hits of Lakhbir Singh Lakkha Vol.1,18,799fhTcEhdbfWPiu2qA4GA,Baba Dham Runicho Tharo,spotify:track:799fhTcEhdbfWPiu2qA4GA,0.78,0.464,0.8,2.98E-05,0.497,-6.506,0.169,157.395,0.923,4
Hits of Lakhbir Singh Lakkha Vol.1,19,3DThQGfrb5OYZQBdXpTFmK,Bulave Baba Ram Sa Peer,spotify:track:3DThQGfrb5OYZQBdXpTFmK,0.736,0.669,0.845,1.21E-05,0.663,-7.001,0.111,116.996,0.934,3
Hits of Lakhbir Singh Lakkha Vol.1,20,432COxhKylYsQtr50RdEbJ,Runicha Ro Dev,spotify:track:432COxhKylYsQtr50RdEbJ,0.773,0.572,0.83,0.000175,0.871,-7.188,0.0829,122.487,0.854,3
Yogini Ekadashi Special Bhajans,1,3PltQqSxh7O454okPchi8G,"Siddhi Vinayak Jai Ganpati (From ""Ganpati Padharo"")",spotify:track:3PltQqSxh7O454okPchi8G,0.672,0.762,0.915,0,0.0408,-1.276,0.0811,111.055,0.914,10
Yogini Ekadashi Special Bhajans,2,1N97ZNxp0493V1uaIxKe3i,"Shree Vishnu Amritwani (From ""Shree Vishnu Amritwani"")",spotify:track:1N97ZNxp0493V1uaIxKe3i,0.667,0.621,0.52,0,0.0414,-11.479,0.12,144.677,0.964,2
Yogini Ekadashi Special Bhajans,3,1f6xayNa9npdIrH6sYdh3C,"Jai Lakshmi Ramna (From ""Om Jai Jagdish Hare (Aarti Sangrah)"")",spotify:track:1f6xayNa9npdIrH6sYdh3C,0.803,0.632,0.75,0,0.365,-3.353,0.0333,96.499,0.81,6
Yogini Ekadashi Special Bhajans,4,1dZpo6bNmUrTAkzhdP2LXa,"Dhun (Hari Bol Hari Bol) [From ""Bhajan Sandhya""]",spotify:track:1dZpo6bNmUrTAkzhdP2LXa,0.939,0.461,0.527,0.149,0.126,-6.431,0.0355,147.837,0.614,1
Yogini Ekadashi Special Bhajans,5,07keF8MNst5f4S4f0Rl7IE,"Hari Naam Bin Kaun Tare (From ""Radha Govind Boliye"")",spotify:track:07keF8MNst5f4S4f0Rl7IE,0.169,0.458,0.427,1.33E-06,0.138,-15.449,0.0322,83.998,0.665,1
Sawariyo Baitho Hain,1,20uD6X4ukQPH43HjJdPTs4,Are Dwarpalo Kaniya Se,spotify:track:20uD6X4ukQPH43HjJdPTs4,0.425,0.372,0.633,0,0.284,-8.572,0.0827,82.83,0.802,35
Sawariyo Baitho Hain,2,15GH6mmxSygZzMKejDPQYW,Main Nikla Jab Gharse,spotify:track:15GH6mmxSygZzMKejDPQYW,0.533,0.396,0.875,0,0.359,-5.503,0.23,74.819,0.664,5
Sawariyo Baitho Hain,3,7AsjVM0GEVCquGcE4aZCfk,Mil Gaya Sawariye Ka Dwara,spotify:track:7AsjVM0GEVCquGcE4aZCfk,0.565,0.47,0.897,0,0.444,-5.445,0.28,82.581,0.742,1
Sawariyo Baitho Hain,4,5KmuxvRql8YFxacyunP3R3,Saudo Tol De,spotify:track:5KmuxvRql8YFxacyunP3R3,0.684,0.386,0.586,0,0.77,-8.122,0.0955,94.23,0.402,1
Sawariyo Baitho Hain,5,5f85xltTSax6l2zW0ueU4k,Sawariyo Baitho Hai,spotify:track:5f85xltTSax6l2zW0ueU4k,0.601,0.5,0.829,3.39E-06,0.339,-5.451,0.196,93.235,0.897,6
Sawariyo Baitho Hain,6,6VV7QxkJOUoJeeJnMDnYf3,Thadi Bhar Kar Lai Khichdo,spotify:track:6VV7QxkJOUoJeeJnMDnYf3,0.559,0.426,0.65,0,0.885,-7.72,0.0501,136.253,0.883,6
Sai Ek Farishta,1,0hOwRQqWWSyfKapp8iunt4,Sai Ek Farishta,spotify:track:0hOwRQqWWSyfKapp8iunt4,0.0564,0.696,0.845,0,0.111,-3.53,0.0646,118.015,0.893,2
Sai Ek Farishta,2,5c4b1WqiLwLmO4bD1bl4pj,Gaura Ke Laal,spotify:track:5c4b1WqiLwLmO4bD1bl4pj,0.37,0.645,0.883,9.52E-06,0.116,-4.462,0.0419,150.12,0.899,0
Sai Ek Farishta,3,3c6uaotucDLaaJ1VuZeuif,Sai Baba Ko,spotify:track:3c6uaotucDLaaJ1VuZeuif,0.321,0.538,0.764,4.11E-06,0.0585,-4.283,0.0412,176.007,0.934,0
Sai Ek Farishta,4,6URpA93TFkhpe1yUkIgOrX,Sai Teri Judaai,spotify:track:6URpA93TFkhpe1yUkIgOrX,0.467,0.621,0.704,0,0.0811,-5.701,0.0316,146.014,0.71,0
Sai Ek Farishta,5,2VulxFoIYDS4Rvj723Kvv7,Sai Tere Naam Ke,spotify:track:2VulxFoIYDS4Rvj723Kvv7,0.189,0.64,0.915,0,0.109,-5.243,0.16,150.008,0.789,0
Sai Ek Farishta,6,27KyxJvW05A79Gs3BIPH9c,Sai Da Darbar,spotify:track:27KyxJvW05A79Gs3BIPH9c,0.19,0.649,0.856,0,0.0557,-5.717,0.0667,139.895,0.932,0
Sai Ek Farishta,7,0QcqEpUanB0quZZUTUZzv7,Sai Maula Mere,spotify:track:0QcqEpUanB0quZZUTUZzv7,0.274,0.523,0.86,0,0.106,-5.374,0.0441,167.877,0.972,0
Sai Ek Farishta,8,1TOhWphcdwtgycNAmpRBS0,Sai Kya Karun,spotify:track:1TOhWphcdwtgycNAmpRBS0,0.261,0.636,0.861,0,0.167,-4.345,0.0559,82.009,0.827,0
Sai Ek Farishta,9,4sQ0pxVNL6c3bJLkvcgAUL,Koi Aaya Hai,spotify:track:4sQ0pxVNL6c3bJLkvcgAUL,0.478,0.598,0.797,4.58E-06,0.0507,-4.748,0.0424,155.992,0.879,0
Joy Joy Joy Maa,1,4khMg4MHa2Lkn0HCYj5usa,Mor Babul Mon,spotify:track:4khMg4MHa2Lkn0HCYj5usa,0.677,0.763,0.718,0,0.158,-5.653,0.0551,129.962,0.953,0
Joy Joy Joy Maa,2,1MpMmmY9SKve5MwMHYNf8d,Jopo Mann Jopo Mann,spotify:track:1MpMmmY9SKve5MwMHYNf8d,0.764,0.568,0.589,1.16E-05,0.15,-6.488,0.0336,74.932,0.69,2
Joy Joy Joy Maa,3,2AEauZJGTKIVzDPhZ2em9o,Keu Daake Shyama Bole,spotify:track:2AEauZJGTKIVzDPhZ2em9o,0.693,0.493,0.472,0,0.0891,-7.098,0.0431,155.037,0.681,0
Joy Joy Joy Maa,4,777TbgVSou0Iiw9IbZGIKq,Clanto Jeevan,spotify:track:777TbgVSou0Iiw9IbZGIKq,0.888,0.533,0.534,0,0.105,-7.779,0.0472,151.971,0.73,0
Joy Joy Joy Maa,5,4PR8mtjnsNP3bCn0YYgCtF,Ae Sukher Dehe,spotify:track:4PR8mtjnsNP3bCn0YYgCtF,0.715,0.662,0.571,0,0.0771,-6.503,0.0324,92.055,0.873,0
Joy Joy Joy Maa,6,41is7bQLHghPY2RmTUv7ZU,Aami Mayer Paye,spotify:track:41is7bQLHghPY2RmTUv7ZU,0.729,0.623,0.616,0,0.0837,-7.265,0.0374,80.034,0.826,0
Joy Joy Joy Maa,7,1xkPAyGPmxT8oj1hsb5ZP1,Amaar Mon Ja Jaa Boui,spotify:track:1xkPAyGPmxT8oj1hsb5ZP1,0.775,0.539,0.593,2.09E-06,0.13,-6.193,0.0326,173.97,0.846,2
Joy Joy Joy Maa,8,3qkxhHF8yKqiX6UcIXQf2n,Joy Joy Joy Maa,spotify:track:3qkxhHF8yKqiX6UcIXQf2n,0.689,0.65,0.542,0,0.127,-6.535,0.0396,79.997,0.82,0
"Le Baba Ka Naam Amrit Barsega, Vol. 4",1,3DrYydJn3V0Vh8nwF64uE5,Sare Tirath Dham,spotify:track:3DrYydJn3V0Vh8nwF64uE5,0.528,0.822,0.579,1.62E-06,0.0761,-7.348,0.0355,120.046,0.803,15
"Le Baba Ka Naam Amrit Barsega, Vol. 4",2,09h9kG46dM4Af0ufwDGnga,Changa Lagda Ni,spotify:track:09h9kG46dM4Af0ufwDGnga,0.222,0.585,0.76,0,0.131,-5.426,0.0505,89.962,0.669,8
"Le Baba Ka Naam Amrit Barsega, Vol. 4",3,4OgIwJat7o71A9Z39KVxDg,Teri Kripa Hi Meri Sab Kuch,spotify:track:4OgIwJat7o71A9Z39KVxDg,0.58,0.76,0.533,0,0.319,-6.457,0.0294,100.009,0.783,9
"Le Baba Ka Naam Amrit Barsega, Vol. 4",4,1qtg6kdzu5IWsSWT8TUDeP,Ye Santo Ka Prem Nagar Hai,spotify:track:1qtg6kdzu5IWsSWT8TUDeP,0.395,0.767,0.514,0,0.315,-4.867,0.0327,119.874,0.482,8
"Le Baba Ka Naam Amrit Barsega, Vol. 4",5,3C7TrJELkuAMMQqOZfAknq,Mere Jar Jar Hai,spotify:track:3C7TrJELkuAMMQqOZfAknq,0.141,0.734,0.701,2.35E-05,0.0422,-5.225,0.0348,145.955,0.894,10
"Le Baba Ka Naam Amrit Barsega, Vol. 4",6,3GRdEwqAofZf6xB0eipW3Z,Tereyan Charna,spotify:track:3GRdEwqAofZf6xB0eipW3Z,0.167,0.774,0.549,0,0.061,-4.768,0.0292,125.911,0.743,13
"Le Baba Ka Naam Amrit Barsega, Vol. 4",7,19Q5PlKcsPULHNqso17d6z,Maiya Ho Ganga Maiya,spotify:track:19Q5PlKcsPULHNqso17d6z,0.439,0.366,0.605,0,0.0946,-4.951,0.0363,79.99,0.64,8
"Le Baba Ka Naam Amrit Barsega, Vol. 4",8,79gA8bUuvlQqEdcI7oyB30,Main Vari Jau,spotify:track:79gA8bUuvlQqEdcI7oyB30,0.672,0.69,0.696,0,0.114,-7.713,0.0437,87.917,0.964,6
"Le Baba Ka Naam Amrit Barsega, Vol. 4",9,34sAF4s6yc8Zq8yLGcN8Ym,Aise Shyam Hamare,spotify:track:34sAF4s6yc8Zq8yLGcN8Ym,0.675,0.754,0.655,0,0.0469,-7.997,0.043,90.023,0.941,2
"Le Baba Ka Naam Amrit Barsega, Vol. 4",10,6rPIo2tVEJm8pzkePvRbTe,Ras Rachaiya,spotify:track:6rPIo2tVEJm8pzkePvRbTe,0.761,0.677,0.601,0,0.257,-8.254,0.048,90.07,0.894,4
